Breed,Color,DogName,OwnerZip,Gender,Intact,Age,Weight,AverageWeight,Category
ROTTWEILER,BLACK/BROWN,ROXY FLYNN,15243,Female,True,78,119,115.73399014778325,Giant
SHETLAND SHEEPDOG,WHITE/TAN,ODIE,15210,Male,True,149,19,18.449101796407184,Small
CHIHUAHUA,TRI-COLOR,BAILEY,15108,Male,False,148,5,4.020435069215557,Toy
SHIH TZU,WHITE/BLACK,BELLA,15057,Female,False,50,12,12.004834810636583,Small
LABRADOR RETRIEVER,BROWN,GUNNER,15241,Male,False,113,73,71.38216365307999,Large
BASSET HOUND,WHITE/BLACK/BROWN,HOAGIE,15243,Female,False,57,59,57.184357541899445,Large
DOBERMAN PINSCHER,RED,BELLA,15227,Female,False,109,75,87.36585365853658,Large
ENG SPRINGER SPANIE,WHITE/BLACK,PEPPER,15090,Female,True,66,36,44.726027397260275,Medium
ENG SPRINGER SPANIE,WHITE/LIVER,OTIS,15090,Male,True,87,40,44.726027397260275,Medium
GOLDEN RETRIEVER,GOLD,EMMA,15136,Female,False,73,66,64.81926121372031,Large
DACHSHUND,BLACK/BROWN,BUCKEYE,15221,Male,False,166,22,22.387126019945605,Medium
AUS SHEPHERD,RED,TEDDY,15229,Male,True,69,58,57.110864745011085,Large
GER SHORTHAIR POINT,WHITE/LIVER,BRUNO,15220,Male,True,77,62,62.642140468227424,Large
LABRADOR RETRIEVER,BLACK,COOPER,15116,Male,False,19,69,71.38216365307999,Large
AM PIT BULL TERRIER,WHITE/BROWN,FINESSE,15228,Female,False,131,72,62.09428223844282,Large
SHIH TZU,WHITE/TAN,BONNIE,15237,Female,True,130,13,12.004834810636583,Small
SHIH TZU,WHITE/BRINDLE,BELLA,15237,Female,True,170,10,12.004834810636583,Small
GER SHEPHERD,BLACK/TAN,JINGLES,15102,Male,False,79,81,81.36481303930968,Large
BOXER,FAWN,WINSTON,15237,Male,False,22,69,71.2519422863485,Large
WELSH CORGI PEMBROK,BLACK,KASHI,15106,Female,False,79,31,33.037151702786375,Medium
WELSH CORGI PEMBROK,BLACK,BRUCE,15106,Male,False,137,39,33.037151702786375,Medium
AM BULLDOG,SPOTTED,FASA,15108,Male,False,127,47,46.11363636363637,Large
GER SHEPHERD,BROWN,TESSA,15234,Female,False,35,80,81.36481303930968,Large
GOLDENDOODLE,CREAM,GERTIE,15108,Female,False,135,87,71.67073954983923,Large
GOLDENDOODLE,GOLD,WALLACE,15108,Male,False,65,74,71.67073954983923,Large
BOXER,BROWN,BRIX,15146,Male,False,143,69,71.2519422863485,Large
GOLDENDOODLE,APRICOT,JAKE,15146,Male,False,37,72,71.67073954983923,Large
GOLDENDOODLE,BROWN,LUCY,15146,Female,False,46,66,71.67073954983923,Large
WELSH CORGI PEMBROK,WHITE/TAN,JACKSON,15102,Male,False,169,32,33.037151702786375,Medium
GER SHEPHERD,BLACK/BROWN,ANNA,15014,Female,False,32,79,81.36481303930968,Large
JACK RUSSEL TERRIER,WHITE/BROWN,NYLA,15102,Female,False,38,11,10.99581589958159,Small
CAV KING CHAR SPANI,WHITE/BLACK/BROWN,BAILEY,15056,Male,True,57,15,14.696850393700787,Small
DACHSHUND,RED/BROWN,DIXON,15131,Male,True,38,21,22.387126019945605,Medium
LABRADOR RETRIEVER,YELLOW,PHOEBE,15044,Female,True,30,65,71.38216365307999,Large
CAV KING CHAR SPANI,BROWN/BLONDE,TUCKER,15064,Male,False,145,15,14.696850393700787,Small
GREAT PYRENEES,WHITE,STELLA,15064,Female,False,111,90,103.94090909090909,Giant
SIB HUSKY,WHITE/BLACK/GREY,MIA,15024,Female,False,97,53,52.40229885057471,Large
WELSH CORGI PEMBROK,WHITE/BLACK/BROWN,EEVEE,15044,Female,False,123,30,33.037151702786375,Medium
CHIHUAHUA,WHITE/TAN,CHLOE,15132,Female,True,23,3,4.020435069215557,Toy
WELSH CORGI PEMBROK,BROWN/FAWN,LOUIE,15102,Male,False,116,32,33.037151702786375,Medium
DACHSHUND,BLACK/BROWN,CHARLIE,15221,Male,False,168,20,22.387126019945605,Medium
LABRADOR RETRIEVER,CHOCOLATE,BABLU,15090,Male,True,63,82,71.38216365307999,Large
CAV KING CHAR SPANI,WHITE/BROWN,DAISY,15056,Female,True,46,13,14.696850393700787,Small
CAV KING CHAR SPANI,WHITE/BLACK/BROWN,CHEWY,15056,Male,True,102,14,14.696850393700787,Small
YORKSHIRE TERRIER,BROWN,TESSA,15236,Female,True,124,5,6.085308056872038,Small
SIB HUSKY,WHITE/BLACK,SAPPHIRE,15102,Female,False,113,53,52.40229885057471,Large
GER SHEPHERD,BLACK,DONNIE,15234,Male,True,67,85,81.36481303930968,Large
POODLE STANDARD,WHITE,OLLIE,15064,Male,True,79,77,63.14046822742475,Large
CAV KING CHAR SPANI,OTHER,JELLYBEAN,15235,Female,False,62,12,14.696850393700787,Small
LABRADOR RETRIEVER,BROWN,KINGSLEY,15017,Male,True,107,78,71.38216365307999,Large
LABRADOR RETRIEVER,BROWN,ROXIE,15237,Female,False,96,66,71.38216365307999,Large
YORKSHIRE TERRIER,BLACK/TAN,TEDDY,15237,Male,True,26,7,6.085308056872038,Small
BEAGLE,TRI-COLOR,MILLIE,15122,Female,False,21,23,20.472150814053126,Medium
LABRADOR RETRIEVER,BLACK,DAISY,15237,Female,True,83,58,71.38216365307999,Large
GOLDEN RETRIEVER,GOLD,KIRA,15102,Female,False,29,57,64.81926121372031,Large
GOLDEN RETRIEVER,GOLD,OZZY,15102,Male,True,116,73,64.81926121372031,Large
ENG SPRINGER SPANIE,SPOTTED,GOOSE,15143,Female,False,97,40,44.726027397260275,Medium
GER SHEPHERD,BLACK/TAN,BELLA,15037,Female,True,49,83,81.36481303930968,Large
LABRADOODLE,BROWN,MITZI,15090,Female,False,98,78,72.0954954954955,Large
LABRADOODLE,WHITE,CHLOE WAGNER,15090,Female,False,140,64,72.0954954954955,Large
GER SHEPHERD,BLACK,HAZEL,16046,Female,True,79,81,81.36481303930968,Large
GER SHEPHERD,BLACK/TAN,SADIE,16046,Female,True,100,70,81.36481303930968,Large
SCHNAUZER MIN,BLACK/SILVER,ELLIE,15238,Female,False,69,11,12.735135135135135,Small
GREAT DANE,WHITE/BLACK,SIMON,15202,Male,False,39,126,152.86305732484075,Giant
GER SHEPHERD,BLACK/TAN,RHONDA,15136,Female,False,72,79,81.36481303930968,Large
CHIHUAHUA,BLONDE,BUNNY,15143,Female,False,72,3,4.020435069215557,Toy
GOLDEN RETRIEVER,BROWN,KATAMA,15143,Female,False,86,66,64.81926121372031,Large
LABRADOR RETRIEVER,BLACK,SMOKEY,15143,Male,False,121,78,71.38216365307999,Large
POMERANIAN,BLACK,CUTIE,15237,Female,False,48,3,4.028953229398664,Toy
BEAGLE,WHITE/BLACK/BROWN,JOHN BOY,15017,Male,False,158,22,20.472150814053126,Medium
BEAGLE,WHITE/BLACK/BROWN,JOHN BOY,15017,Male,False,130,21,20.472150814053126,Medium
GER SHEPHERD,BLACK,ARLO,15239,Male,False,67,91,81.36481303930968,Large
LABRADOR RETRIEVER,BLACK,SHEP,15090,Male,False,31,79,71.38216365307999,Large
AM PIT BULL TERRIER,BROWN,HEMI,15147,Male,True,29,63,62.09428223844282,Large
BERNESE MTN DOG,WHITE/BLACK/BROWN,MURPHY,15237,Male,True,20,105,100.91791044776119,Giant
GOLDENDOODLE,GOLD,WILSON,15044,Male,False,57,82,71.67073954983923,Large
CHIHUAHUA,BRINDLE,MATEO,15101,Male,True,48,4,4.020435069215557,Toy
CAV KING CHAR SPANI,WHITE/RED,PHINEAS,15101,Male,False,96,16,14.696850393700787,Small
POMERANIAN,BLONDE,HONEY,15223,Female,False,69,3,4.028953229398664,Toy
POMERANIAN,BLONDE,HONEY,15202,Female,True,144,3,4.028953229398664,Toy
YORKSHIRE TERRIER,BLACK/BROWN,LIL GRACIE,15037,Female,True,112,5,6.085308056872038,Small
BICHON FRISE,WHITE,ANNASTASHA,15101,Female,False,109,12,13.739583333333334,Small
CAV KING CHAR SPANI,WHITE/BROWN,EMBER ROSE,15108,Female,True,89,17,14.696850393700787,Small
AM STAFF TERRIER,WHITE,FROST,15202,Male,False,124,61,61.66483516483517,Large
GER SHORTHAIR POINT,SPOTTED,ZIVA,15102,Female,False,140,55,62.642140468227424,Large
GER SHORTHAIR POINT,SPOTTED,ROXY,15102,Female,False,31,73,62.642140468227424,Large
BEAGLE,WHITE/BLACK/BROWN,OTIS,15243,Male,False,78,23,20.472150814053126,Medium
GOLDEN RETRIEVER,GOLD,MURPHY,15227,Male,False,52,61,64.81926121372031,Large
BEAGLE,BLACK/BROWN,WILBUR,15243,Male,False,142,24,20.472150814053126,Medium
AUS SHEPHERD,WHITE/BLACK/BROWN,BENTLEY,15229,Male,False,47,59,57.110864745011085,Large
AM PIT BULL TERRIER,WHITE/BROWN,LUCY,15229,Female,False,127,72,62.09428223844282,Large
BOSTON TERRIER,BLACK,ERMA,15214,Female,False,186,15,16.468503937007874,Small
LABRADOR RETRIEVER,BLACK,DORA,15237,Female,True,104,75,71.38216365307999,Large
BOSTON TERRIER,WHITE/BLACK,BENO,15214,Male,False,182,17,16.468503937007874,Small
PUGGLE,BLACK,ROXANNE,15226,Female,False,107,14,15.64102564102564,Small
YORKSHIRE TERRIER,BLACK/TAN,TOBY,15122,Male,True,184,6,6.085308056872038,Small
MORKIE,WHITE/BLACK/BROWN,DOG,15017,Male,False,136,4,5.054421768707483,Toy
GOLDENDOODLE,CREAM,LACEY,15241,Female,False,35,75,71.67073954983923,Large
AM PIT BULL TERRIER,WHITE/GREY,DIESEL,15210,Male,False,81,71,62.09428223844282,Large
WELSH CORGI PEMBROK,WHITE/BLACK/BROWN,BELLA,15024,Female,False,44,34,33.037151702786375,Medium
GER SHEPHERD,BLACK/TAN,ROCKY,15108,Male,True,123,74,81.36481303930968,Large
W HGHLND WH TERRIER,WHITE,OLIVIA JANE,15017,Female,False,116,12,16.637735849056604,Small
LABRADOR RETRIEVER,BROWN,BEATRICE,15017,Female,False,42,61,71.38216365307999,Large
COCKER SPANIEL,BLACK,CHARLIE,15241,Male,False,106,29,26.53018372703412,Medium
GOLDENDOODLE,RED,DISCO,15146,Male,False,19,74,71.67073954983923,Large
AUS SHEPHERD,BROWN,ARIES,15143,Male,False,107,49,57.110864745011085,Large
PUG,FAWN,FLANAGAN,15237,Male,True,39,15,14.765407554671969,Small
PUG,FAWN,MARISSA,15237,Female,False,88,14,14.765407554671969,Small
GREAT PYRENEES,WHITE,MAX,15102,Male,False,24,102,103.94090909090909,Giant
AUS SHEPHERD,WHITE,ATLAS,15143,Male,False,28,61,57.110864745011085,Large
AUS SHEPHERD,MERLE,NEELA ROSE,15106,Female,False,39,61,57.110864745011085,Large
W HGHLND WH TERRIER,WHITE,LOUIE,15116,Male,False,25,18,16.637735849056604,Small
HAVANESE,WHITE,CHASE,15044,Male,False,95,9,10.14186046511628,Small
BOSTON TERRIER,WHITE/BLACK,FRANKY,15145,Male,False,37,16,16.468503937007874,Small
SHIH TZU,BLACK/CREAM,KHLOE,15084,Female,False,44,12,12.004834810636583,Small
AM PIT BULL TERRIER,WHITE/TAN,KIRA,15145,Female,False,77,56,62.09428223844282,Large
ROTTWEILER,BLACK/BROWN,DELTA,15202,Female,False,38,110,115.73399014778325,Giant
MALTESE,WHITE,LOLA ANN,15120,Female,False,132,5,3.9972677595628414,Toy
BOXER,BROWN,ARTHUR,15071,Male,False,27,65,71.2519422863485,Large
LABRADOR RETRIEVER,BLACK,LUCY,15223,Female,False,59,80,71.38216365307999,Large
CAV KING CHAR SPANI,MERLE,FIONA,15136,Female,False,105,13,14.696850393700787,Small
LABRADOR RETRIEVER,BROWN,BLUE,15044,Male,False,136,66,71.38216365307999,Large
CAV KING CHAR SPANI,WHITE/BLACK/BROWN,KASSIDY,15065,Female,False,117,14,14.696850393700787,Small
CAV KING CHAR SPANI,WHITE/BROWN,EMMA,15065,Female,False,125,13,14.696850393700787,Small
LABRADOR RETRIEVER,YELLOW,MURPHY,15063,Male,True,138,82,71.38216365307999,Large
SCHNAUZER MIN,BLACK,STANLEY HELFRICH,15212,Male,False,26,13,12.735135135135135,Small
SCHNAUZER MIN,BLACK,MURPHY HELFRICH,15212,Male,False,33,13,12.735135135135135,Small
GER SHEPHERD,BLACK,KAISER,15068,Male,True,27,84,81.36481303930968,Large
AUS SHEPHERD,MERLE,MIA,15143,Female,False,63,44,57.110864745011085,Large
CAV KING CHAR SPANI,WHITE/BLACK/BROWN,LEO,15237,Male,False,128,18,14.696850393700787,Small
SCHNAUZER MIN,GREY,OTTO,15237,Male,False,102,13,12.735135135135135,Small
GOLDENDOODLE,BROWN,SPARKY,15228,Male,False,79,83,71.67073954983923,Large
GOLDENDOODLE,BLONDE,MAGGIE,15241,Female,False,64,79,71.67073954983923,Large
GOLDENDOODLE,RED,MITTSY,15101,Female,False,26,70,71.67073954983923,Large
AUS SHEPHERD,BROWN,PEPPER,15065,Female,False,36,63,57.110864745011085,Large
GER SHEPHERD,BLACK/BROWN,ADMIRAL DEWEY,15017,Male,False,109,83,81.36481303930968,Large
BEAGLE,WHITE/BLACK/BROWN,CHARLIE,15057,Male,False,144,22,20.472150814053126,Medium
SHIH TZU,WHITE/BLACK/GREY,MAGGIE,15102,Female,False,153,12,12.004834810636583,Small
YORKSHIRE TERRIER,BROWN,JOEY,15236,Male,False,122,7,6.085308056872038,Small
SCHNAUZER MIN,BLACK,SOPHIE,15209,Female,False,157,13,12.735135135135135,Small
YORKSHIRE TERRIER,BROWN,NINA,15236,Female,False,74,6,6.085308056872038,Small
POMERANIAN,TAN,BELLA TYBURSKI,15126,Female,False,108,4,4.028953229398664,Toy
GER SHEPHERD,BLACK/BROWN/TAN,MOLLY,15017,Female,False,102,69,81.36481303930968,Large
SHIH TZU,SPOTTED,GIZMO,15104,Male,False,130,14,12.004834810636583,Small
LABRADOR RETRIEVER,BLACK,MAGGIE,15202,Female,False,132,71,71.38216365307999,Large
COCKAPOO,WHITE/BROWN,LUCY,15220,Female,False,141,28,35.861111111111114,Medium
GOLDENDOODLE,RED,KEVIN,15044,Male,False,18,64,71.67073954983923,Large
GREAT PYRENEES,WHITE,OLAF,15229,Male,False,113,116,103.94090909090909,Giant
SHIH TZU,WHITE,PAX,15215,Male,False,111,12,12.004834810636583,Small
JACK RUSSEL TERRIER,WHITE/BROWN,RAMBO,15202,Male,False,121,11,10.99581589958159,Small
MALTESE,WHITE,BOULET,15237,Male,False,92,5,3.9972677595628414,Toy
GOLDENDOODLE,GOLD,DAIZEE,15122,Female,False,85,69,71.67073954983923,Large
CAV KING CHAR SPANI,RED/BROWN,JADA,15221,Female,False,189,14,14.696850393700787,Small
POODLE TOY,WHITE,BELLA,15108,Female,False,189,4,3.995475113122172,Toy
PUG,TAN,BEAU,15214,Male,False,54,16,14.765407554671969,Small
AM PIT BULL TERRIER,TAN,KONA,15236,Female,False,139,62,62.09428223844282,Large
BEAGLE,SPOTTED,MILEY JANE,15236,Female,False,142,23,20.472150814053126,Medium
AM PIT BULL TERRIER,TAN,KONA,15236,Female,False,92,62,62.09428223844282,Large
LABRADOR RETRIEVER,YELLOW,DAISY DRYER,15227,Female,False,49,55,71.38216365307999,Large
DACHSHUND,BLACK/TAN,JERSEY BOY II,15014,Male,False,56,20,22.387126019945605,Medium
DOBERMAN PINSCHER,BLACK/BROWN,DOBIE,15236,Male,False,110,97,87.36585365853658,Large
SHIH TZU,MULTI,SCOOBY,15122,Male,False,88,11,12.004834810636583,Small
SHETLAND SHEEPDOG,MULTI,KENJI,15136,Male,True,78,19,18.449101796407184,Small
GER SHEPHERD,BLACK/BROWN/TAN,MAVERICK,15137,Male,False,62,87,81.36481303930968,Large
BICHON FRISE,WHITE/BLACK/BROWN,PRESLEY,15241,Male,True,56,14,13.739583333333334,Small
GOLDEN RETRIEVER,GOLD/RED,MAGGIE,15136,Female,False,137,66,64.81926121372031,Large
AUS SHEPHERD,WHITE/TAN,TROOPER,15227,Male,False,61,53,57.110864745011085,Large
GOLDEN RETRIEVER,BLONDE,LUCY,15239,Female,True,123,59,64.81926121372031,Large
GER SHEPHERD,BLACK/BROWN,BO,15108,Male,True,45,88,81.36481303930968,Large
BICHON FRISE,WHITE,EMILY,15236,Female,False,36,13,13.739583333333334,Small
GER SHEPHERD,BLACK/BROWN,ARROW,15108,Male,True,112,73,81.36481303930968,Large
MALTESE,BLACK,COCO,15228,Male,False,62,4,3.9972677595628414,Toy
GER SHEPHERD,BLACK/BROWN,LIBERTY,15229,Female,False,80,74,81.36481303930968,Large
BICHON FRISE,WHITE,EVIE,15057,Female,False,140,12,13.739583333333334,Small
SCHNAUZER MIN,SPOTTED,SNICKERS,15221,Male,False,86,13,12.735135135135135,Small
LABRADOR RETRIEVER,RED,BURGIE,15238,Male,True,140,69,71.38216365307999,Large
FRENCH BULLDOG,BROWN,STEELE,15102,Male,False,179,21,20.437100213219615,Medium
ENG BULLDOG,WHITE/BROWN,CHECY,15112,Female,False,49,39,42.68345323741007,Medium
GOLDEN RETRIEVER,GOLD,MAX,15243,Male,False,67,72,64.81926121372031,Large
SHIH TZU,WHITE/BLACK,MAX,15147,Male,True,108,12,12.004834810636583,Small
CHIHUAHUA,SPOTTED,OREO,15202,Male,False,48,4,4.020435069215557,Toy
BEAGLE,WHITE/BLACK/BROWN,NIC,15202,Male,False,84,22,20.472150814053126,Medium
AM PIT BULL TERRIER,WHITE/BLACK,MILANAH,15071,Female,True,52,71,62.09428223844282,Large
LABRADOR RETRIEVER,WHITE,LUCY,15071,Female,True,114,63,71.38216365307999,Large
AM PIT BULL TERRIER,WHITE/BLACK,MILANAH,15071,Female,False,102,60,62.09428223844282,Large
AM PIT BULL TERRIER,BROWN,BELLA,15045,Female,True,55,50,62.09428223844282,Large
GOLDEN RETRIEVER,BROWN,SIMBA,15228,Male,True,42,81,64.81926121372031,Large
GOLDEN RETRIEVER,BROWN/GOLD,SOPHIE,15235,Female,True,20,60,64.81926121372031,Large
GOLDENDOODLE,BLONDE,ROMA,15147,Male,True,31,90,71.67073954983923,Large
JACK RUSSEL TERRIER,WHITE,MARCO,15235,Male,False,120,11,10.99581589958159,Small
LABRADOR RETRIEVER,YELLOW,COLORADO,15209,Male,True,64,66,71.38216365307999,Large
BICHON FRISE,WHITE,ZIVA,15108,Female,False,156,14,13.739583333333334,Small
PUG,FAWN,OLIVER,15227,Male,True,113,15,14.765407554671969,Small
SHIH TZU,WHITE/BLACK,MISS ABBY,15071,Female,True,80,11,12.004834810636583,Small
AM PIT BULL TERRIER,WHITE/BLACK/BROWN,REX,15145,Male,True,55,77,62.09428223844282,Large
GOLDENDOODLE,BROWN,MILES,15101,Male,False,28,64,71.67073954983923,Large
POODLE STANDARD,WHITE/BLACK,ANACAPRI BELLA RAGAZ,15102,Female,False,100,63,63.14046822742475,Large
WELSH CORGI PEMBROK,WHITE/RED,WHISKY,15237,Male,False,95,33,33.037151702786375,Medium
BORD COLLIE,WHITE/BLACK,SEAMUS,15102,Male,False,121,49,47.652482269503544,Large
GOLDEN RETRIEVER,WHITE,LUCY,15146,Female,False,61,41,64.81926121372031,Large
COLLIE,SABLE/WHITE,FINNEGAN,15102,Male,False,97,65,66.7784090909091,Large
CHIHUAHUA,BLACK,FINN,15071,Male,False,92,4,4.020435069215557,Toy
AM PIT BULL TERRIER,BROWN,MAUI,15102,Male,False,30,73,62.09428223844282,Large
MALTESE,WHITE,MATILDA,15209,Female,True,111,3,3.9972677595628414,Toy
MALTESE,WHITE,FRANKLIN,15237,Male,False,102,4,3.9972677595628414,Toy
POMERANIAN,BROWN,OLIVER,15237,Male,False,176,4,4.028953229398664,Toy
SHETLAND SHEEPDOG,SABLE,COOPER,15236,Male,False,142,18,18.449101796407184,Small
CAV KING CHAR SPANI,APRICOT,ELLA,16046,Female,False,97,15,14.696850393700787,Small
ENG SPRINGER SPANIE,WHITE/BLACK,DANIEL,15202,Male,False,141,52,44.726027397260275,Medium
CAV KING CHAR SPANI,SPOTTED,PAISLEY,15102,Female,False,67,15,14.696850393700787,Small
GER SHEPHERD,BLACK/BROWN,LAYLA,15102,Female,False,141,79,81.36481303930968,Large
GOLDEN RETRIEVER,GOLD,BOUNCE,15237,Female,False,119,68,64.81926121372031,Large
GOLDEN RETRIEVER,GOLD,GOOSE,15102,Male,True,35,66,64.81926121372031,Large
PUG,FAWN,PEBBLES,15229,Female,False,123,13,14.765407554671969,Small
CAV KING CHAR SPANI,BLACK/BROWN,PIERRE,15235,Male,True,92,16,14.696850393700787,Small
LABRADOODLE,BROWN,DUKE,15102,Male,False,39,86,72.0954954954955,Large
FRENCH BULLDOG,GREY,ATHENA,15102,Female,True,128,18,20.437100213219615,Medium
LABRADOODLE,WHITE,FINNEGAN,15221,Male,False,109,76,72.0954954954955,Large
BORD COLLIE,BLACK,LEXEE,15237,Female,False,45,44,47.652482269503544,Large
CAV KING CHAR SPANI,TRI-COLOR,LEILA,15202,Female,False,66,13,14.696850393700787,Small
BICHON FRISE,WHITE,MAGGIE,15057,Female,False,123,14,13.739583333333334,Small
COCKAPOO,BLACK,ALONI,15137,Female,False,49,28,35.861111111111114,Medium
COCKAPOO,BLACK,KALEA,15137,Female,False,29,37,35.861111111111114,Medium
AUS SHEPHERD,MULTI,GAGE,15137,Male,False,101,63,57.110864745011085,Large
DACHSHUND,BLACK/BROWN,PEANUT,15131,Male,False,139,20,22.387126019945605,Medium
W HGHLND WH TERRIER,WHITE,BOLT,15223,Male,False,40,17,16.637735849056604,Small
MORKIE,BLACK/BROWN,HINES,15126,Male,False,63,7,5.054421768707483,Toy
BEAGLE,BLACK/BROWN,ZEE DAWG BADEER,15238,Male,False,26,24,20.472150814053126,Medium
BOXER,FAWN,ABBY,15084,Female,False,44,78,71.2519422863485,Large
SHETLAND SHEEPDOG,MULTI,TRIXIE,15102,Female,False,134,18,18.449101796407184,Small
SCHNAUZER MIN,SALT/PEPPER,ANKE,15017,Female,False,131,11,12.735135135135135,Small
LABRADOR RETRIEVER,YELLOW,BUDDY,15143,Male,False,18,64,71.38216365307999,Large
PUG,BLACK,SHELBY,15223,Female,False,20,14,14.765407554671969,Small
GOLDEN RETRIEVER,GOLD,BO,15090,Male,False,135,68,64.81926121372031,Large
COCKAPOO,WHITE/BLACK,GRACIE JOY,15102,Female,False,111,32,35.861111111111114,Medium
BOSTON TERRIER,WHITE/BLACK,GUNTHER,15116,Male,False,39,19,16.468503937007874,Small
GER SHEPHERD,BLACK/TAN,GUINNESS,15243,Male,False,60,98,81.36481303930968,Large
BOXER,FAWN,SARGE,15147,Male,False,68,73,71.2519422863485,Large
GER SHEPHERD,BLACK,SAVY,15209,Female,False,42,75,81.36481303930968,Large
ENG SPRINGER SPANIE,WHITE/BLACK,SOPHIE,15003,Female,False,99,38,44.726027397260275,Medium
LABRADOR RETRIEVER,YELLOW,ABBY,15243,Female,False,119,50,71.38216365307999,Large
LABRADOODLE,APRICOT,CODA,15227,Male,False,123,76,72.0954954954955,Large
GER SHORTHAIR POINT,BLACK/BROWN,TANK,15137,Male,True,35,67,62.642140468227424,Large
LABRADOR RETRIEVER,BROWN,FINN,15106,Male,False,142,69,71.38216365307999,Large
LABRADOR RETRIEVER,WHITE/YELLOW,MAEVE,15106,Female,False,111,71,71.38216365307999,Large
PARSON RUSSELL TERR,RED/BROWN,AIDEN,15147,Male,False,139,16,14.603174603174603,Small
SHIH TZU,BROWN,COCO,15101,Male,False,23,10,12.004834810636583,Small
CHIHUAHUA,WHITE/BLACK,PEPE,15243,Male,False,119,5,4.020435069215557,Toy
ENG SPRINGER SPANIE,WHITE/BROWN,HUNTER,15228,Male,False,143,45,44.726027397260275,Medium
ENG SPRINGER SPANIE,WHITE/BROWN,SUNRISE TY,15228,Male,False,24,47,44.726027397260275,Medium
POODLE TOY,APRICOT,HONEY,15237,Female,False,128,4,3.995475113122172,Toy
DACHSHUND,BLACK/TAN,SASHA,15236,Female,False,132,21,22.387126019945605,Medium
GOLDEN RETRIEVER,WHITE,BO,15129,Male,False,104,65,64.81926121372031,Large
LABRADOR RETRIEVER,YELLOW,EMILY,15218,Female,False,128,73,71.38216365307999,Large
GER SHEPHERD,BLACK/BROWN,HUNIU,15223,Female,True,20,61,81.36481303930968,Large
AM PIT BULL TERRIER,WHITE/BROWN,BAILEY,15129,Female,False,135,57,62.09428223844282,Large
LABRADOR RETRIEVER,CHOCOLATE,BEAR,15133,Male,True,115,63,71.38216365307999,Large
AM PIT BULL TERRIER,BLACK,TAZ,15120,Male,True,92,75,62.09428223844282,Large
BOXER,BROWN,CHOPS,15205,Male,False,33,79,71.2519422863485,Large
SHIH TZU,WHITE/BLACK,PHARAOH,15110,Male,True,37,14,12.004834810636583,Small
LABRADOODLE,BLONDE,FRANKLIN,15090,Male,False,49,71,72.0954954954955,Large
SHETLAND SHEEPDOG,SPOTTED,ROCCO,15065,Male,True,132,21,18.449101796407184,Small
GOLDENDOODLE,BROWN,OLLIE,15044,Male,False,38,64,71.67073954983923,Large
CHIHUAHUA,WHITE/BROWN,TED,15129,Male,False,60,5,4.020435069215557,Toy
GOLDEN RETRIEVER,WHITE,CHARLIE,15143,Male,True,45,70,64.81926121372031,Large
GREAT DANE,WHITE/BLACK,KC,15108,Female,False,23,151,152.86305732484075,Giant
GREAT DANE,WHITE/BLACK,ROSIE,15108,Female,False,79,148,152.86305732484075,Giant
GER SHEPHERD,BLACK/BROWN,KARMA,15239,Female,False,48,77,81.36481303930968,Large
LABRADOR RETRIEVER,BLACK,HENRY,15237,Male,False,76,75,71.38216365307999,Large
BICHON FRISE,BROWN,KAM,15237,Male,True,160,14,13.739583333333334,Small
GER SHEPHERD,BLACK,RAVEN,15202,Female,True,116,74,81.36481303930968,Large
GER SHEPHERD,OTHER,LOLA,15202,Female,True,30,79,81.36481303930968,Large
LABRADOR RETRIEVER,YELLOW,ELLA,15146,Female,False,94,70,71.38216365307999,Large
YORKSHIRE TERRIER,BLACK,TETLEY,15071,Female,False,74,6,6.085308056872038,Small
AUS SHEPHERD,WHITE/BLACK,BUDDY,15236,Male,True,145,59,57.110864745011085,Large
CANE CORSO,BRINDLE,STELLA,15106,Female,True,43,112,119.63068181818181,Giant
MALTESE,WHITE,DAISY,15212,Female,True,39,4,3.9972677595628414,Toy
GOLDEN RETRIEVER,GOLD,SAMPSON,15236,Male,False,105,68,64.81926121372031,Large
BERNESE MTN DOG,WHITE/BLACK/BROWN,TULLA,15003,Female,True,99,83,100.91791044776119,Giant
YORKSHIRE TERRIER,MULTI,ROGER,15108,Male,False,121,6,6.085308056872038,Small
BEAGLE,BROWN,KEISHA SOCKS,15037,Female,False,102,15,20.472150814053126,Medium
GOLDENDOODLE,BROWN,BAILEY,15046,Female,True,39,69,71.67073954983923,Large
GREAT DANE,BLUE,SARAH,15147,Female,True,34,169,152.86305732484075,Giant
SHIH TZU,MULTI,AIDEN,15071,Male,False,55,11,12.004834810636583,Small
